gloss,video_count,train_count,val_count,test_count,participant_count,asl_lex_codes
SOMETHING,31,15,4,12,28,G_01_009
SON,31,15,4,12,30,B_02_086
SOON1,31,15,4,12,30,G_01_004
SOON2,31,14,3,14,26,H_03_023
SOPHISTICATED,31,15,4,12,29,G_02_083
SOPHOMORE,31,16,3,12,30,J_01_107
SOUP,31,15,3,13,29,A_01_039
SPACE,31,15,5,11,27,H_03_093
SPACESHIP,31,16,3,12,28,J_03_074
SPAGHETTI,31,15,4,12,30,A_01_042
SPAIN,31,15,4,12,30,G_01_094
SPEND,31,15,4,12,29,E_01_017
SPICY,31,16,3,12,30,J_03_036
SPIDER,31,15,4,12,28,D_03_067
SPILL2,31,16,4,11,27,K_01_064
SPITOUT,31,15,4,12,29,F_02_030
SPONTANEOUS,31,16,3,12,28,E_02_024
SPOON,31,14,4,13,29,A_02_037
SPORTS,31,15,3,13,28,C_03_035
SPOTSOMETHING,31,13,4,14,27,G_01_002
SPREAD2,31,15,3,13,27,K_01_083
SQUAREIDIOT,31,14,4,13,26,J_01_062
SQUEEZE,31,18,3,10,31,H_03_019
SQUIRREL,31,13,5,13,28,C_03_020
STACK4,31,16,3,12,27,K_01_019
STAIRS,31,14,3,14,28,A_03_048
STAMP3,31,16,3,12,27,C_03_063
STAND-UP,31,15,4,12,30,J_03_070
STAND1,31,14,4,13,28,K_02_081
STAR,31,14,3,14,28,A_03_087
STARBUCKS,31,15,3,13,29,B_03_010
STARS,31,14,4,13,29,A_01_047
STATE,31,16,4,11,27,F_01_086
STAYAWAKE24HRS,31,15,4,12,27,J_02_060
STEP,31,16,3,12,27,E_01_070
STING,31,15,3,13,27,H_03_022
STINK,31,16,3,12,30,H_01_064
STIR,31,15,4,12,28,D_03_055
STOCKINGS,31,16,4,11,29,E_01_061
STOP,31,16,3,12,27,D_01_010
STORY1,31,16,3,12,30,H_03_007
STORY2,31,16,3,12,29,E_01_015
STRAIGHT,31,16,4,11,27,E_01_081
STRANGLE,31,14,3,14,26,J_01_093
STRAWBERRY1,31,14,4,13,29,A_01_068
STRAWBERRY2,31,16,3,12,29,K_03_100
STREET,31,14,4,13,29,A_01_062
STRESS,31,13,5,13,28,B_02_075
STRETCH2,31,15,3,13,27,K_02_108
STRING,31,13,4,14,27,F_03_054
STRIPE,31,15,4,12,30,H_01_085
STUPID2,31,15,3,13,27,C_02_047
SUBTRACT,31,15,4,12,30,B_02_027
SUCK,31,16,3,12,29,F_01_012
SUCKTHUMB,31,14,5,12,26,K_01_006
SUMMARIZE,31,15,4,12,26,D_03_041
SUNRISE,31,15,3,13,27,H_03_089
SUPERIOR,31,16,3,12,27,J_02_065
SUPERVISOR,31,16,3,12,30,J_02_010
SUPPORT2,31,16,4,11,29,G_01_052
SURF,31,14,4,13,29,A_01_048
SURGEON,31,14,4,13,29,A_02_007
SUSHI,31,16,3,12,29,D_03_092
SUSPEND,31,14,4,13,28,H_01_016
SWEATER2,31,17,3,11,29,K_01_008
SWEATER3,31,13,4,14,27,D_02_092
SWEATPANTS,31,17,3,11,28,F_02_042
SWEEP,31,15,3,13,27,D_01_086
SWEETHEART,31,15,3,13,27,H_02_005
SWIM1,31,16,3,12,28,E_03_053
SWING1,31,15,4,12,30,A_02_018
SWORD,31,15,4,12,28,E_03_101
SYMPATHY,31,15,4,12,28,D_01_090
TAIL2,31,15,3,13,27,K_01_089
TAKENOTES,31,14,4,13,27,F_03_094
TALK1,31,14,4,13,29,C_01_008
TALK2,31,14,3,14,26,H_01_023
TALL2,31,14,4,13,29,B_03_024
TEACH1,31,17,3,11,29,D_02_052
TEACH2,31,16,3,12,29,K_02_055
TEACHER,31,14,4,13,29,A_02_033
TEARRIP1,31,15,4,12,30,G_03_009
TEARRIP2,31,15,3,13,27,K_03_050
TEASE,31,15,4,12,30,D_02_090
TECHNOLOGY,31,15,4,12,30,E_03_017
TEENAGER,31,15,3,13,27,H_02_039
TEMPERBLOWUP,31,15,4,12,29,F_02_097
TENDYOUR,31,15,4,12,29,G_03_032
TENNIS,31,15,3,13,29,A_01_053
TENT,31,16,3,12,29,E_02_012
THAN,31,15,4,12,30,F_02_002
THANKSGIVING,31,15,4,12,30,D_01_047
THANKYOU,31,16,3,12,30,H_02_053
THEN,31,15,4,12,29,F_01_031
THERAPY,31,16,3,12,30,H_03_088
THIEF2,31,15,3,13,29,B_01_087
THINK,31,16,3,12,27,C_03_053
THINKCHIN,31,15,3,13,27,K_03_120
THINKCONNECT,31,14,4,13,27,F_02_087
THINKOVER,31,15,4,12,26,D_02_054
THINKPONDER,31,15,3,13,27,K_01_120
THREE,31,14,3,14,28,B_01_044
THROW2,31,15,3,13,27,K_01_068
TICKET,31,16,3,12,28,E_02_029
TIE2,31,15,3,13,26,K_02_029
TIEUP2,31,16,3,12,27,K_01_043
TIGER,31,14,5,12,29,A_01_050
TIME,31,15,4,12,30,B_02_080
TIMETOTIME,31,15,5,11,27,J_01_020
TINY,31,15,3,13,28,K_03_019
TIREDOF,31,13,4,14,27,G_01_043
TOAST,31,15,4,12,30,D_02_080
TOBACCO,31,14,4,13,29,A_02_049
TOILET,31,13,6,12,28,A_02_038
TOMATO,31,17,3,11,29,D_02_087
TONGUE,31,16,4,11,30,G_03_057
TOOMUCH,31,16,4,11,29,E_02_015
TOP,31,14,4,13,27,H_01_065
TOURNAMENT,31,15,3,13,29,B_03_031
TOW2,31,14,4,13,27,H_01_086
TOW3,31,15,3,13,27,K_01_098
TOY1,31,16,3,12,30,H_03_070
TOY3,31,16,4,11,27,E_01_064
TRACTOR,31,17,5,9,27,H_01_042
TRADITION,31,14,4,13,27,J_03_023
TRANSFER,31,14,4,13,29,J_03_028
TRANSLATE,31,15,4,12,28,D_01_080
TRIANGLE,31,16,3,12,29,J_02_080
TRIP1,31,16,3,12,26,K_02_020
TRUCK2,31,14,4,13,27,J_02_070
TRUE,31,13,6,12,28,D_03_038
TRUTH,31,16,3,12,28,E_03_015
TTY,31,16,4,11,29,G_01_035
TUBE,31,16,3,12,30,G_03_042
TUESDAY,31,15,4,12,30,J_03_087
TURKEY2,31,15,3,13,26,K_01_036
TURN,31,16,3,12,30,J_01_065
TURTLE,31,14,4,13,29,A_02_009
TWIRL,31,15,3,13,27,J_01_102
TWOMORE,31,15,4,12,30,G_01_021
UDDER,31,15,4,12,28,F_02_084
UMBRELLA,31,14,4,13,29,A_02_022
UNCERTAIN,31,16,3,12,30,H_02_020
UNCLE,31,17,3,11,29,D_02_011
UNDERGRADUATE,31,16,3,12,27,J_03_079
UNDERWEAR1,31,17,2,12,27,A_03_023
UPLOAD,31,15,4,12,30,C_01_028
UPSET1,31,15,4,12,30,H_03_047
US,31,15,3,13,27,H_03_055
VACATION,31,15,4,12,30,B_03_016
VACUUM,31,16,3,12,27,D_03_084
VAIN,31,15,4,12,28,G_02_017
VALLEY,31,15,4,12,27,G_02_090
VEGETABLE,31,14,4,13,29,C_01_018
VERB,31,14,4,13,29,A_03_005
VEST,31,14,4,13,27,J_03_050
VIBRATE,31,15,4,12,28,J_02_035
VIDEOCAMERA1,31,15,4,12,29,B_03_006
VIOLIN,31,15,4,12,30,A_03_083
VISITOR,31,15,4,12,27,J_01_097
VITAMINS,31,15,4,12,29,E_01_043
VLOG,31,17,3,11,30,J_03_027
VOICE,31,17,3,11,29,C_03_061
VOMIT,31,17,3,11,29,D_02_072
WALK-TIGHTROPE-CL,31,17,3,11,29,K_01_024
WALK1,31,13,5,13,28,D_02_057
WALK2,31,14,4,13,27,J_03_067
WALL,31,15,4,12,29,E_01_089
WANDER,31,14,4,13,29,A_01_019
WARM,31,15,4,12,28,B_02_047
WARN,31,15,3,13,29,B_01_033
WASH1,31,16,3,12,28,E_01_033
WASH2,31,16,3,12,29,K_02_024
WASHDISHES,31,16,4,11,27,F_01_070
WASHHANDS,31,15,4,12,29,F_01_056
WASHMACHINE,31,16,3,12,27,C_02_057
WASTE,31,14,4,13,29,C_01_030
WATCH,31,15,4,12,30,G_02_078
WATERDROP,31,16,3,12,30,H_01_019
WATERSKI,31,15,4,12,30,F_03_022
WAVE,31,15,4,12,30,A_03_079
WE,31,16,3,12,30,G_03_019
WEAK,31,15,3,13,27,C_02_065
WEAVE,31,16,3,12,30,H_02_081
WEDDING,31,13,6,12,28,D_03_015
WEDNESDAY,31,13,5,13,28,B_03_056
WEEK,31,14,4,13,29,B_02_079
WEIGH,31,16,3,12,29,D_03_077
WELCOME1,31,15,4,12,30,NA
WELCOME2,31,14,4,13,27,J_02_054
WEWILLSEE,31,15,4,12,30,F_03_027
WHALE,31,16,5,10,27,G_03_013
WHAT2,31,15,4,12,26,D_02_084
WHATEVER,31,15,3,13,29,B_02_025
WHEELCHAIR,31,16,5,10,27,G_01_046
WHEN,31,14,4,13,29,C_03_086
WHERE,31,14,4,13,29,B_02_035
WHIP,31,15,3,13,29,A_03_077
WHISPER,31,16,3,12,30,H_03_075
WHISTLE1,31,14,4,13,29,A_02_046
WHISTLE2,31,16,3,12,29,K_03_055
WHITEPERSON,31,15,4,12,27,J_02_043
WHOLE,31,16,3,12,27,J_02_049
WILLGO,31,16,3,12,30,J_01_095
WIN,31,14,4,13,29,B_02_029
WIND,31,14,4,13,27,H_02_068
WINDMILL1,31,13,4,14,28,A_02_048
WINDMILL3,31,16,3,12,27,K_02_051
WINDOW,31,15,3,13,29,A_03_042
WINE,31,16,3,12,27,D_01_015
WINTER,31,15,4,12,29,E_03_022
WITCH1,31,15,3,13,29,A_03_018
WOLF,31,14,4,13,29,A_01_049
WONDER,31,15,4,12,30,B_02_076
WORD,31,15,3,13,28,E_03_075
WORLD,31,15,4,12,30,B_03_023
WOW,31,16,4,11,27,F_01_002
WRAPUP1,31,15,4,12,30,F_03_091
WRESTLE,31,15,3,13,27,J_01_033
WRING,31,15,4,12,30,H_01_029
WRISTWATCH1,31,15,4,12,30,B_01_063
WRISTWATCH2,31,15,3,13,27,K_01_054
WRITE,31,16,3,12,27,D_01_051
WRITEONWALL,31,16,4,11,29,G_02_087
YAWN1,31,15,4,12,30,F_02_079
YAWN2,31,15,4,12,27,K_01_110
YAWN3,31,16,3,12,27,K_03_009
YEAR,31,15,4,12,30,B_02_015
YELLOW,31,16,3,12,27,D_01_020
YOU,31,15,4,12,30,D_02_065
YOUR,31,16,4,11,30,F_01_052
YOURSELF,31,16,4,11,29,E_02_081
YOYO,31,14,5,12,26,H_03_016
YUCKY,31,16,3,12,28,E_01_011
ZEBRA,31,17,4,10,30,G_02_003
ZERO,31,16,3,12,27,D_03_036
ZOO,31,16,3,12,29,E_03_042
A-LINEBOB,30,13,5,12,28,K_03_127
ABOUT2,30,14,4,12,28,B_02_003
ACCENT,30,14,5,11,30,E_01_073
ACCEPT,30,14,5,11,29,H_02_042
ACQUIRE,30,14,4,12,27,H_01_034
ADDRESS,30,16,4,10,29,D_01_016
ADMIRE,30,15,3,12,28,J_03_049
ADOPT,30,14,5,11,27,J_03_014
AFTERNOON,30,14,4,12,27,J_01_040
AGAINST,30,15,3,12,28,H_03_003
AGE,30,14,4,12,29,B_02_071
AGENCY,30,14,5,11,29,H_01_044
AIRPLANE,30,12,5,13,27,D_03_068
ALASKA,30,15,3,12,29,H_02_087
ALLDAY,30,14,4,12,28,H_02_093
ALLOVERBODY,30,14,4,12,27,H_03_078
ALLTOGETHER,30,14,3,13,27,J_01_044
ANGEL,30,15,4,11,29,A_03_085
ANTLERS,30,13,3,14,26,F_01_027
APART,30,16,3,11,29,E_02_033
APPOINTMENT,30,15,3,12,29,C_01_088
APRIL,30,15,4,11,28,H_02_070
ARCHEOLOGY,30,14,4,12,27,G_03_060
ARGUE,30,14,4,12,27,F_03_072
ARREST3,30,15,3,12,28,K_03_036
ART,30,13,5,12,28,C_01_075
ARTICULATESIGN,30,17,4,9,27,J_01_014
ASSIGN,30,15,4,11,28,H_02_036
ATHLETE,30,14,4,12,27,J_03_068
ATLANTA,30,13,5,12,26,K_03_107
ATTENTION,30,14,4,12,28,A_03_089
AUDIENCE,30,14,5,11,28,F_01_072
AUSTRALIA,30,13,5,12,28,J_03_035
AVERAGE,30,14,4,12,27,G_03_050
AWAY,30,14,4,12,27,F_02_071
BABY1,30,14,4,12,29,C_01_017
BACKUP,30,14,4,12,27,G_01_102
BACKYARD,30,14,4,12,27,F_03_003
BAD,30,13,4,13,28,B_02_082
BADGE,30,13,5,12,28,F_03_096
BALANCE,30,16,3,11,30,C_02_046
BANANA2,30,15,3,12,28,K_02_097
BANANA4,30,14,5,11,26,K_01_061
BANDAID1,30,14,4,12,27,H_01_088
BANDAID2,30,14,5,11,29,F_02_020
BARK2,30,13,5,12,26,J_02_051
BARK3,30,14,5,11,28,K_02_096
BARRETTE,30,14,4,12,29,G_01_101
BASKET2,30,15,3,12,28,G_03_070
BAT1,30,13,5,12,29,F_02_028
BAT2,30,15,3,12,27,F_03_043
BATHTUB,30,14,5,11,27,K_02_101
BEAR,30,13,5,12,28,D_03_063
BEAT,30,16,3,11,30,D_03_020
BEDROOM,30,14,4,12,28,D_01_056
BEER,30,13,4,13,28,B_03_062
BEFORE,30,14,5,11,29,G_02_053
BEG,30,15,5,10,28,F_02_037
BEND,30,14,4,12,27,G_03_031
BENEFIT,30,16,3,11,29,C_02_056
BERRY,30,14,4,12,25,E_01_095
BEST,30,15,3,12,27,F_02_062
BET,30,15,3,12,27,F_02_027
BICYCLE,30,15,3,12,28,D_02_026
BIND,30,13,5,12,27,E_03_092
BIRTH,30,13,4,13,28,C_02_076
BITCH,30,15,5,10,26,H_01_058
BITEONNECK,30,14,5,11,29,E_03_035
BLACKBIRD,30,15,3,12,29,K_03_124
BLANK,30,14,4,12,27,H_02_006
BLANKET,30,15,4,11,29,A_03_032
BLESS,30,13,5,12,27,G_02_016
BLINDS1,30,15,4,11,29,B_02_081
BLINK,30,15,3,12,28,G_02_055
BLOUSE,30,14,5,11,26,J_02_104
BLOWCANDLE1,30,15,3,12,28,K_01_070
BLOWCANDLE2,30,13,5,12,26,K_02_022
BLUSH,30,15,5,10,27,J_03_100
BOARD,30,13,3,14,26,J_01_105
BOAT,30,16,3,11,30,D_01_055
BODY,30,14,4,12,29,B_01_047
BOIL1,30,13,4,13,28,K_03_054
BOMB,30,14,5,11,28,F_02_055
BONE,30,15,3,12,29,C_03_015
BOOTS1,30,14,3,13,27,K_03_101
BOOTS2,30,15,3,12,28,C_03_019
BORED2,30,14,5,11,26,K_03_122
BOSTON,30,14,4,12,27,J_03_001
BOTHER,30,14,4,12,27,H_01_040
BOW2,30,15,3,12,27,G_02_063
BOW3,30,13,3,14,26,K_02_016
BOW4,30,13,4,13,26,F_01_060
BOYFRIEND,30,15,5,10,27,G_02_058
BRA1,30,13,5,12,28,A_03_028
BRACELET,30,13,4,13,28,A_03_024
BRAILLE,30,14,4,12,27,F_01_078
BREAK,30,13,4,13,28,D_01_069
BREAKDOWN1,30,14,5,11,29,F_01_030
BREATHE,30,13,4,13,28,D_03_051
BRICK,30,14,4,12,27,H_02_085
BROWN,30,13,5,12,28,D_03_045
BUBBLES,30,16,3,11,29,E_02_052
BUCKLE2,30,14,5,11,26,K_03_073
BUFFALO,30,14,4,12,27,F_03_033
BUG,30,13,4,13,28,B_01_067
BULLDOZER,30,13,5,12,27,E_01_083
BURN,30,15,3,12,28,J_02_037
BURP,30,14,4,12,27,F_03_009
BURY1,30,15,3,12,28,K_03_018
BURY4,30,13,5,12,28,K_01_081
BUSINESS,30,12,5,13,27,D_01_022
BUSTED,30,14,4,12,27,G_01_022
BUT,30,15,3,12,27,D_03_030
BUTTONS,30,14,4,12,27,F_02_025
BYE,30,15,3,12,27,E_01_058
CALCULATOR,30,14,4,12,27,E_03_103
CALIFORNIA,30,15,3,12,28,H_02_038
CALM,30,15,3,12,28,G_03_004
CAMEL,30,14,4,12,27,G_01_042
CAMERAMAN,30,15,3,12,27,E_02_034
CAN2,30,15,4,11,27,K_02_027
CANADA,30,15,3,12,28,C_03_034
CANDLE,30,16,3,11,29,C_03_060
CANDY1,30,15,4,11,29,A_01_018
CANNON,30,15,3,12,28,G_02_037
CAPTION,30,16,3,11,29,C_02_086
CARACCIDENT,30,14,5,11,28,E_03_029
CARROT2,30,16,3,11,28,K_03_075
CARRY,30,15,3,12,28,J_02_042
CAT1,30,15,4,11,29,A_01_023
CATAPULT,30,17,4,9,27,E_03_083
CATCH1,30,15,3,12,28,J_01_073
CATCH3,30,14,4,12,27,G_02_033
CAUGHT,30,14,4,12,27,H_02_069
CEILING,30,14,4,12,28,J_01_091
CELERY,30,15,4,11,27,G_02_048
CENTER,30,14,4,12,29,C_01_027
CEREAL,30,15,4,11,29,A_02_014
CERTIFICATE,30,14,4,12,29,B_01_080
CHAIR,30,14,4,12,29,A_01_017
CHAMP,30,15,4,11,30,J_03_030
CHAOS,30,14,5,11,29,F_01_037
CHARGECARD,30,13,5,12,27,E_02_056
CHEAT1,30,15,4,11,29,A_02_008
CHECK,30,14,4,12,28,B_03_040
CHEERLEADER1,30,14,4,12,27,H_02_045
CHEERLEADER2,30,14,4,12,28,K_01_016
CHEESE,30,14,4,12,28,A_02_021
CHERRY1,30,15,3,12,28,K_02_113
CHERRY2,30,14,4,12,29,C_01_083
CHEW1,30,17,3,10,29,J_02_027
CHEW2,30,14,4,12,27,G_02_091
CHEW2MOUTH,30,15,4,11,29,K_01_100
CHEW4,30,16,3,11,29,K_03_094
CHILDREN,30,15,3,12,29,C_02_066
CHIMNEY,30,15,4,11,27,E_02_064
CHIN,30,14,5,11,28,F_02_070
CHINA,30,13,4,13,28,D_03_061
CHOKE,30,14,4,12,27,G_01_079
CHURCH,30,16,3,11,29,C_02_018
CIRCLE,30,15,4,11,28,E_02_062
CLASS,30,13,4,13,28,B_03_068
CLAUSE,30,13,5,12,27,F_03_013
CLAW,30,15,4,11,28,G_02_071
CLIP,30,14,5,11,29,J_01_083
CLOCK2,30,16,3,11,29,D_02_076
CLOSEDOOR,30,14,4,12,27,H_03_061
CLOSET2,30,13,5,12,27,E_01_091
COACH,30,15,3,12,28,H_02_083
COFFEE,30,15,4,11,29,A_01_032
COLOR,30,13,4,13,28,C_02_039
COME,30,15,3,12,26,C_03_074
COMMUNITY,30,15,3,12,29,J_01_015
COMMUTE,30,14,4,12,27,H_02_044
COMPASS,30,14,4,12,27,G_02_012
COMPUTER,30,15,4,11,29,A_01_054
COMPUTERMOUSE,30,15,3,12,29,C_01_073
CONTACT,30,14,4,12,29,D_03_022
CONVINCE1,30,14,4,12,27,G_01_048
CONVINCE2,30,15,3,12,28,H_03_013
COOL2,30,15,4,11,27,F_01_014
COOL4,30,16,3,11,28,J_01_004
CORKSCREW2,30,15,4,11,29,D_01_053
COUNSELOR,30,15,4,11,29,B_01_005
COW,30,13,5,12,28,A_01_033
COWBOY,30,15,4,11,28,F_01_018
CRACKER1,30,13,4,13,28,C_01_081
CRACKER2,30,16,3,11,28,K_03_093
CRANKY,30,14,4,12,27,H_02_104
CRASH,30,15,3,12,28,J_02_017
CRASHPLANE,30,13,5,12,28,K_01_034
CRAWL1,30,13,4,13,28,D_01_068
CREAM2,30,14,5,11,26,K_01_046
CREATE,30,14,5,11,28,D_03_076
CREWCUT,30,13,5,12,28,K_02_127
CROSS1,30,16,3,11,29,C_01_067
CROWN,30,14,4,12,27,F_01_016
CRY3,30,16,3,11,29,K_03_060
CULTURE,30,14,4,12,27,H_01_051
CUP,30,15,4,11,29,A_01_010
CURIOUS,30,14,4,12,27,F_03_051
CURL2,30,13,5,12,25,J_01_052
CURTAIN,30,13,4,13,28,A_02_025
CURTSEY2,30,14,4,12,26,K_02_006
DAMN,30,14,4,12,28,F_01_098
DANCER,30,15,4,11,29,A_02_034
DANGER,30,14,5,11,28,E_02_067
DAUGHTER,30,13,5,12,27,E_02_023
DEALCARDS,30,14,3,13,27,J_02_074
DEATH,30,13,5,12,28,A_01_076
DECORATE1,30,16,3,11,29,K_01_073
DEDICATE1,30,14,4,12,27,G_03_094
DEDICATE2,30,15,5,10,26,F_03_085
DEER,30,14,4,12,29,A_03_060
DEFEAT,30,15,5,10,26,G_03_090
DELEGATE,30,15,4,11,28,H_03_001
DELIBERATE,30,14,5,11,29,H_02_009
DELINQUENT,30,13,5,12,27,F_02_003
DENT,30,14,5,11,29,H_02_030
DEODORANT,30,14,4,12,29,A_01_086
DESIGN,30,14,4,12,27,J_03_104
DESSERT,30,14,4,12,27,F_01_094
DIAMOND,30,12,5,13,27,A_01_066
DIAPER,30,15,4,11,29,A_02_002
DICE,30,15,4,11,28,D_02_036
DICTIONARY,30,15,3,12,27,F_03_035
DILEMMA,30,13,4,13,26,J_01_003
DININGROOM,30,14,4,12,27,F_02_049
DINOSAUR2,30,14,4,12,28,K_03_047
DIP1,30,14,5,11,30,J_01_063
DIP2,30,13,3,14,26,K_01_065
DIRECTOR,30,14,4,12,29,H_01_014
DIRTY,30,16,3,11,30,C_03_026
DISAGREEMENT,30,14,4,12,29,B_02_066
DISCONNECT,30,14,4,12,27,H_01_017
DISPATCH,30,14,4,12,27,G_02_102
DISSECT,30,13,5,12,28,J_03_019
DISSOLVE,30,14,5,11,27,J_03_081
DISTRACTED,30,15,3,12,27,F_02_098
DIVE,30,13,5,12,28,D_02_029
DIZZY,30,15,3,12,28,H_02_102
DOCTOR1,30,13,4,13,28,A_03_020
DOCUMENT,30,14,4,12,27,H_01_097
DOESNTMATTER,30,15,5,10,27,F_03_031
DOLPHIN1,30,15,4,11,29,A_03_057
DOMINANT,30,14,5,11,26,J_01_087
DONKEY,30,14,4,12,26,J_01_012
DONTCARE,30,14,4,12,27,G_03_082
DONTNEED,30,14,4,12,27,H_01_104
DORMITORY,30,15,4,11,29,A_01_059
DOWNLOAD,30,16,3,11,29,C_03_046
DREADLOCKS,30,14,4,12,27,G_02_069
DRINK2,30,14,5,11,27,K_03_092
DRIVE,30,15,3,12,27,E_02_053
DROP,30,15,3,12,29,C_03_052
DROWN2,30,13,3,14,26,K_01_045
DROWN4,30,15,3,12,26,K_01_093
DRUG,30,15,4,11,28,F_01_040
DRUNK,30,13,5,12,28,C_03_077
DRY,30,15,3,12,27,F_03_005
DUE,30,14,5,11,26,H_03_011
DUMB,30,15,4,11,29,A_02_028
DUTY,30,14,4,12,27,H_03_008
DYE,30,15,3,12,27,F_02_092
EACHOTHER,30,15,3,12,29,H_02_076
EAGLE1,30,15,3,12,28,K_03_021
EAR,30,16,3,11,28,D_02_071
EARMUFFS,30,15,5,10,27,F_03_016
EARSUP,30,14,4,12,29,E_02_099
EARTH,30,15,3,12,28,C_03_002
EASTER,30,14,3,13,27,E_03_032
EFFECT,30,13,5,12,27,G_02_044
EGO,30,15,3,12,29,D_01_014
ELECTROCUTE,30,13,5,12,28,K_01_096
ELEMENTARYSCHOOL,30,14,5,11,26,J_01_070
ELEPHANT,30,14,4,12,28,A_02_059
ELEVATOR3,30,15,3,12,28,K_03_002
ELEVEN,30,16,2,12,27,E_01_052
EMAIL,30,12,6,12,27,B_03_083
EMPEROR,30,13,4,13,28,C_03_005
EMPTY1,30,14,5,11,29,E_02_072
EMPTY2,30,17,3,10,30,J_01_077
ENGAGEMENT,30,14,4,12,29,B_01_084
ENGLISH,30,15,4,11,29,A_01_011
ENVELOPE2,30,13,4,13,28,K_01_041
ENVELOPE3,30,14,4,12,28,K_02_107
ENVIRONMENT,30,15,3,12,28,J_01_022
EQUAL,30,13,5,12,28,C_01_052
ERASE1,30,14,4,12,29,J_03_085
ERASE2,30,15,4,11,29,K_03_098
ERASE3,30,15,3,12,26,K_01_099
ERASE5,30,14,5,11,27,K_02_042
ERUPT1,30,14,4,12,27,H_03_017
EVENT,30,15,5,10,27,F_03_049
EVERYTHING,30,15,3,12,27,F_03_084
EVIDENCE,30,14,4,12,27,G_03_103
EXCITED,30,14,5,11,29,H_01_102
EXCUSE,30,16,3,11,29,D_03_052
EXPENSIVE,30,14,3,13,28,C_01_064
EXPERIENCED,30,15,4,11,28,F_02_023
EXPRESS,30,14,4,12,28,J_01_009
EYES,30,16,3,11,29,C_01_062
FADE,30,15,4,11,29,J_02_053
FAINT,30,13,4,13,26,G_03_046
FAMILY,30,15,3,12,28,C_01_025
FAMOUS,30,14,5,11,29,E_03_085
FAN,30,15,3,12,27,F_03_055
FAUCET,30,16,3,11,30,D_01_065
FEDUP,30,15,3,12,27,E_01_047
FEED2,30,15,5,10,26,G_03_058
FENCE1,30,14,4,12,27,G_01_006
FENCING,30,13,4,13,26,F_01_083
FIFTH,30,14,5,11,27,J_03_046
FILE1,30,14,3,13,27,K_01_038
FILE2,30,15,3,12,28,K_02_036
FINGER,30,14,4,12,26,G_02_097
FINGERSCROSSED,30,15,3,12,29,J_01_006
FINGERSPELL,30,14,4,12,29,B_01_048
FINGERSPELLING,30,13,4,13,28,B_03_065
FINS,30,14,4,12,27,E_03_058
FIRED,30,15,3,12,29,J_03_058
FIREMAN1,30,14,3,13,28,A_02_039
FIREMAN2,30,14,3,13,27,K_03_052
FIRETRUCK,30,14,5,11,28,F_02_101
FISHING1,30,14,5,11,29,A_02_035
FIT,30,13,5,12,27,E_02_007
FIX,30,14,4,12,27,G_03_043
FLAG1,30,14,4,12,29,B_01_036
FLASHLIGHT3,30,14,4,12,28,K_02_092
FLOAT2,30,13,4,13,28,K_03_007
FLOAT3,30,15,3,12,27,E_03_043
FLY,30,14,4,12,29,D_03_070
FOLLOW2,30,14,4,12,27,G_01_058
FOLLOW4,30,15,4,11,27,H_03_029
FOOTBALL,30,15,3,12,28,A_02_027
FOR,30,15,3,12,28,B_03_049
FOREST,30,14,5,11,29,G_01_038
FORK4,30,14,5,11,26,K_01_027
FORM,30,15,5,10,27,G_03_023
FRAME,30,14,4,12,27,G_02_034
FREEDOM,30,15,3,12,27,E_02_001
FREEWAY,30,14,4,12,29,B_03_001
FREEZE,30,15,3,12,27,F_03_010
FRIDAY,30,15,3,12,28,B_02_020
FROMTHENON,30,14,4,12,27,H_02_040
FROWN2,30,13,5,12,28,F_02_057
FRUIT,30,15,3,12,29,C_02_083
FRUSTRATE,30,12,5,13,27,C_02_050
FRY,30,15,4,11,28,H_01_069
FUN,30,14,4,12,27,E_02_057
FUNCTION,30,14,5,11,29,J_02_071
FUNNY,30,15,3,12,28,E_03_038
FUZZY,30,16,4,10,29,K_02_123
GAME,30,15,3,12,29,C_03_047
GARLIC,30,14,4,12,27,G_02_028
GATECLOSE,30,14,4,12,27,E_02_073
GESTURE,30,13,5,12,28,J_03_086
GETINFORMATIONOUTOF,30,14,4,12,27,E_01_057
GETOFF,30,14,4,12,27,H_01_093
GIRL,30,16,3,11,30,C_03_073
GIVE,30,15,4,11,28,F_01_023
GLASS2,30,13,5,12,27,E_01_090
GLOVES3,30,15,3,12,28,K_02_105
GLUE2,30,14,5,11,28,K_03_117
GOAHEAD,30,14,4,12,28,J_01_041
GOAL,30,15,3,12,27,E_03_048
GOATEE,30,15,4,11,28,G_01_074
GOLD,30,13,4,13,28,D_02_009
GOODYGOODYSHOEOPPOSITE,30,17,3,10,30,J_01_072
GOSSIP,30,16,3,11,30,D_01_029
GOTCHA,30,14,3,13,27,H_02_072
GRADUATESCHOOL,30,15,4,11,28,H_02_052
GRANDFATHER,30,13,3,14,27,B_02_036
GRANDPARENTS,30,15,4,11,28,H_01_089
GREAT,30,15,3,12,28,J_03_016
GREENBEANS,30,15,4,11,27,G_02_001
GREET2,30,14,3,13,27,K_02_095
GRIND,30,15,3,12,28,J_02_094
GROWUP,30,14,5,11,26,J_01_036
GUILLOTINE2,30,13,4,13,26,G_01_008
GUM,30,14,4,12,27,G_02_010
GYM,30,15,3,12,29,G_03_003
HADENOUGH,30,14,5,11,30,H_01_090
HAHA,30,15,4,11,28,G_02_103
HAIR2,30,15,5,10,27,K_02_053
